Sr.No,Date(dd/mm/yyyy),Startup Name,Industry Vertical,City / Location,Investors’ Name,InvestmentType,Amount (in USD),Remarks
648,06 February 2015,FreeCharge,"Valiant Capital, Tybourne Capital, Sequoia Capital, RuNet and Sofina",Private Equity,"8,00,00,000",Series C,,
649,06 February 2015,NewsHunt,"Falcon Edge Capital, Matrix Partners India, Sequoia Capital India and Omidyar Network",Private Equity,"4,00,00,000",Series C,,
650,09 February 2015,MyNoticePeriod,IDG Ventures,Private Equity,"30,00,000",Series A,,
651,09 February 2015,CarDekho.com,Ratan Tata,Private Equity,N/A,,,
652,09 February 2015,Faaso’s,Lightbox Ventures,Private Equity,"2,00,00,000",Series B,,
653,10 February 2015,CarTrade.com,Chip Perry,Private Equity,N/A,,,
654,10 February 2015,StoreKing,Mangrove Capital Partners,Private Equity,N/A,,,
655,11 February 2015,Capital Float,"SAIF Partners, Sequoia Capital, Aspada",Private Equity,"1,30,00,000",Series A,,
656,11 February 2015,Nimble Wireless,AngelPrime,SeedFunding,"30,00,000",,,
657,11 February 2015,Townscript,Group of Angel Investors,SeedFunding,N/A,,,
658,11 February 2015,FindYahan,"Karan Bajwa, Parvesh Bareja , Sunjay Kapur, Amanpreet Bajaj",SeedFunding,N/A,,,
659,12 February 2015,Stayzilla,"Nexus Venture Partners, Matrix Partners",Private Equity,"2,00,00,000",Series B,,
660,12 February 2015,Practo,"Sequoia Capital, Matrix Partners",Private Equity,"3,00,00,000",Series B,,
661,13 February 2015,CimplyFive,"Suresh Senapaty, TV Mohandas Pai",SeedFunding,N/A,,,
662,13 February 2015,20Dresses,"Srinivas Aluri, Srinivas Modukury, BS Nagesh",SeedFunding,"10,00,000",,,
663,13 February 2015,Itzcash,Ashok Goel (promoter),Private Equity,"1,65,00,000",Promoter Commitment,,
664,16 February 2015,NewsInShorts,"Tiger Global, Rebright Partners, Sachin and Binny Bansal",Private Equity,"41,50,000",Series A,,
665,16 February 2015,iTraveller.com,ah! Ventures,Private Equity,"10,00,000",Series A,,
666,17 February 2015,NextGen,Mumbai Angels & Group of other investors,SeedFunding,N/A,,,
667,18 February 2015,Wooplr.com,Helion Venture Partners,Private Equity,"50,00,000",Series A,,
668,19 May 2015,Springleap,Cross Border Angels,SeedFunding,"8,00,000",,,
669,20 February 2015,Klip.in,"Calcutta Angels, Venture Nursery Angels Mumbai Angels",SeedFunding,"5,00,000",,,
670,20 February 2015,Renderlogy,Brick Eagle,Private Equity,"16,00,000",Series A,,
671,21 February 2015,Appbase,"DA-IICT, Techstars, Carnegie Mellon University, Startup Brasil program",SeedFunding,"2,90,000",Grant + Seed funding,,
672,23 February 2015,HomeLane,"Sequoia Capital, Ranjan Pai, Mohandas Pai & others",Private Equity,"45,00,000",Series A,,
673,23 February 2015,Trip38,"InterGlobe Technology Quotient, Lantern Capital",Private Equity,"10,00,000",Series A,,
674,23 February 2015,Smartairtrip.com,Undisclosed,Private Equity,"1,00,00,000",Series A,,
675,23 February 2015,NoBroker,"SAIF Partners, Fulcrum Ventures",Private Equity,"30,00,000",Series A,,
676,24 February 2015,Caravan Craft Retail,"Unitus Seed FundNarayan Ramachandran, Bijou Kurien",SeedFunding,"5,00,000",,,
677,25 February 2015,SquadRun,"Amit Ranjan, Deepinder Goyal, Zishaan Hayath, Powai Lake Ventures",SeedFunding,N/A,,,
678,25 February 2015,Clonect Solutions,"V Balakrishnan, T V Mohandas Pai, BC Prabhakar",SeedFunding,"2,50,000",,,
679,25 February 2015,TaxSutra,"V Balakrishnan, T V Mohandas Pai",SeedFunding,"1,60,000",,,
680,25 February 2015,PepperTap,Sequoia Capital,SeedFunding,N/A,,,
681,25 February 2015,Sattviko,"Sumit Jain, Rajat Jain, Sanjay Bhasin",SeedFunding,"3,20,000",,,
682,25 February 2015,IndustryBuying,SAIF Partners,Private Equity,"20,00,000",Series A,,
683,26 February 2015,FreshWorld,"Kris Gopalakrishnan, Nagaraja Prakasam",SeedFunding,N/A,,,
684,26 February 2015,TinyOwl,"Matrix Partners, Sequoia Capital, Nexus Venture Partners",Private Equity,"1,60,00,000",Series B,,
685,27 February 2015,Momoe,"IDG Ventures India, Jungle Ventures, India Quotient.",SeedFunding,"12,00,000",,,
686,27 February 2015,Grofers,"Tiger Global Management, Sequoia Capital India",Private Equity,"1,00,00,000",Series A,,
687,01 December 2015,CollegeDekho,Online Education Information platform,Jaipur,GirnarSoft,Seed Funding,"10,00,000",
688,01 December 2015,Black White Orange Brands,Brand Licensing Startup,Mumbai,YouWeCan Ventures,Seed Funding,N/A,
689,01 December 2015,Biteclub,Gourmet Food Discovery & Delivery platform,Gurgaon,growX ventures,Private Equity,N/A,Pre-Series A
690,01 December 2015,Patel Logistics,Transportation & Logistics Platform,Mumbai,Frontline Strategy,Private Equity,"56,00,000",N/A
691,01 December 2015,Wigzo,Enterprise Marketing Automation platform,New Delhi,"Aarin Capital Partners, TV Mohandas Pai",Seed Funding,"5,00,000",Pre-Series A
692,01 December 2015,Zapluk,"Health, Wellness & Beauty Services App",Hyderabad,N/A,Seed Funding,N/A,
693,01 December 2015,Godof Hospitals,Digital Healthcare,New Delhi,Pankaj Gupta,Seed Funding,"20,00,000",
694,02 December 2015,RoomsTonite,Last Minute Hotel Booking App,Bangalore,"Lashit Sanghvi, Nikhil Vora, Venkat Vardhan,Mohammed Bin Abdul Rehman Al Khalifa,  Ralph Berezan, Vissal Mathew,  Balamurali Krishna",Seed Funding,"15,00,000",
695,02 December 2015,Kaaryah,Womens Fashion Wear Portal,New Delhi,"The Saha Fund, TV Mohandas Pai",Private Equity,N/A,Pre-Series A
696,03 December 2015,Anakage,Product Learning platform,Bangalore,CIO Angel Network (CAN),Seed Funding,N/A,
697,03 December 2015,EasyKhaana,Online Food ordering & Delivery platform,New Delhi,Undisclosed investors,Seed Funding,"1,00,000",
698,03 December 2015,Shuttl,App based Bus Pooling Services,Gurgaon,"Sequoia Capital, Times Internet Ltd & One more Fund",Private Equity,"2,00,00,000",Series B
699,03 December 2015,Eckovation,Social Learning Platform,New Delhi,Chandigarh Angel Network (CAN),Seed Funding,N/A,
700,03 December 2015,Fitcircle,Social Fitness platform,Mumbai,Beerud Sheth and Ravi Mantha,Seed Funding,N/A,Pre-Series A
701,04 December 2015,Applop,On Demand Mobile app developer,Kolkata,GHV Accelerator,Seed Funding,"1,00,000",
702,04 December 2015,CaRPM,Car Maintenance & Management mobile app,Gurgaon,GHV Accelerator,Seed Funding,"1,00,000",
703,04 December 2015,NDTV Wedding portal,Online Wedding Marketplace,New Delhi,CerraCap,Private Equity,"2,00,00,000",Series A
704,04 December 2015,Splitkart,Splitting Bills Mobile App,New Delhi,"Rajesh Sawhney, Anupam Mittal, Dinesh Agarwal, Gaurav Gupta,",Seed Funding,N/A,
705,07 December 2015,Zenatix,IOT Energy Management Analytics platform,Gurgaon,Blume Ventures,Private Equity,N/A,Pre-Series A
706,07 December 2015,Customfurnish,Custom Made furniture e-tailer,Hyderabad,Agnus Capital,Private Equity,"45,00,000",Series A
707,07 December 2015,Faasos,QSR Chain,Pune,"ru-Net, Sequoia Capital,  Lightbox Ventures",Private Equity,"3,00,00,000",Series C
708,07 December 2015,Vlurn,eLearning platform,Mumbai,Vidyadhar Sarfare,Seed Funding,N/A,
709,07 December 2015,Leaf Wearables,Smart Safety Wearable Devices,New Delhi,"Ajeet Khurana Jinesh Shah, Vikram Chachra, Dr. Aniruddha Malpani",Seed Funding,"2,50,000",
710,07 December 2015,Coolshare,Cab Sharing service Mobile app,Mumbai,Gopal Aggarwal,Seed Funding,"1,00,000",
711,08 December 2015,mFicient,Cloud Enterprise Mobility Platform,New Delhi,Undisclosed investors,Seed Funding,N/A,
712,08 December 2015,HeyBiz,Online Shopping Assistant Mobile app,New Delhi,Shopclues,Seed Funding,N/A,Strategic Funding
713,08 December 2015,Yumist,Home Cooked Food Order & Delivery platform,Gurgaon,"Unilazer Ventures, Orios Venture Partners, Steven Lurie",Private Equity,"20,00,000",Series A
714,09 December 2015,Jigsaw Academy,Online School for Analytics learning,Bangalore,Manipal Global Education Services,Private Equity,"30,00,000",Series A
715,09 December 2015,JoeHukum,Chat based personal Assistant App,Gurgaon,"TracxnLabs, Jitendra Gupta, Prashant Tandon",Seed Funding,N/A,
716,09 December 2015,Voxweb,Picture creation & Social mobile app,Mumbai,Undisclosed Investor,Seed Funding,"3,50,000",
717,09 December 2015,Aye Finance,Nonbanking finance company,New Delhi,"SAIF Partners, Accion",Private Equity,"30,00,000",Series B
718,09 December 2015,JumboBasket,eCommerce returns etailer,Chandigarh,Chandigarh Angels Network,Seed Funding,N/A,
719,10 December 2015,BlackBuck,Online Freight Services Aggregator,Bangalore,"Tiger Global Management, Yuri Milner, Apoletto, Accel Partners, Flipkart",Private Equity,"2,50,00,000",Series B
720,10 December 2015,HomeStudio,Online Branded Furniture etailer,Bangalore,Bren Corporation,Private Equity,"50,00,000",Series A
721,10 December 2015,PropheSee,Digital Analytics Platform,New Delhi,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"5,00,000",
722,10 December 2015,i2e1,Internet Network Infrastructure Services,New Delhi,GrowX Ventures,Seed Funding,"5,00,000",
723,10 December 2015,Holisol Logistics,Supply Chain & Logistics Solutions,New Delhi,CLSA Capital Partners ARIA IV Funds,Private Equity,"1,00,00,000",N/A
724,10 December 2015,Stay Simple Resorts,Holiday Resort Chain,Bangalore,"Mr. Sudhir & Ms. Shalini Sethi, Mr. Praveen Someshwar",Seed Funding,N/A,
725,10 December 2015,Paynear,Mobile Point of Sale solutions,Hyderabad,Mitesh Majithia,Private Equity,"25,00,000",Pre-Series A
726,10 December 2015,Chillr,Peer-to-Peer Money Transfer & Recharge App,Mumbai,"Sequoia Capital, Blume Ventures, Uniqorn Ventures and other",Private Equity,"7,00,00,000",Series A
727,11 December 2015,EureQa,Test Automation SAAS platform,Hyderabad/USA,"Sashi Reddi, Gabriel Investments",Seed Funding,"6,00,000",
728,11 December 2015,LocalCircles,Citizens Engagement Platform,Noida,Anand Mahindra,Private Equity,N/A,N/A
729,11 December 2015,GetFocus,Indoor Navigation & Analytics Solutions,Mumbai,Undisclosed investors,Seed Funding,N/A,
730,11 December 2015,UrbanClap,Hyperlocal On-Demand Household Services platform,Gurgaon,Ratan Tata,Private Equity,N/A,N/A
731,11 December 2015,OnlineRTI,Online RTI application services,Bangalore,"LetsVenture, Mohandas Pai",Seed Funding,"1,50,000",
732,11 December 2015,Powerstores,ECommerce Website Creation SAAS platform,Goa,Extreme Venture Partners  William Bissell,Seed Funding,N/A,
733,11 December 2015,Weddingz.in,Wedding Venues & Vendors Marketplace,Mumbai,"Rajan Anandan, Zoya Akhtar, Reema Kagati, Ruchi Narain, Amrish Kumar, Hrishikesh Parandekar",Seed Funding,"10,00,000",
734,11 December 2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,"Sachin Bansal, Binny Bansal",Seed Funding,N/A,Yet to Launch platform
735,14 December 2015,Capricoast,Modular Furnishings Marketplace,Bangalore,"Accel Partners India, RB Investments",Private Equity,"35,00,000",Series A
736,14 December 2015,JetSetGo,Private Jet Bookings Marketplace,Bangalore,Puneet Dalmia,Private Equity,N/A,N/A
737,14 December 2015,Cabsguru,Cab search Comparison & Booking platform,New Delhi,Prashanth Ranganathan,Seed Funding,"2,00,000",
738,14 December 2015,Whoop,Performance Optimization Platform for athletes,Boston,Infosys,Private Equity,"30,00,000",Series A
739,15 December 2015,BookEventz,Event Venue Booking Platform,Mumbai,"Mumbai Angels, Singapore Angel Network, Zishaan Hayath",Seed Funding,N/A,
740,15 December 2015,Deal Street Asia,Digital Media Platform,Singapore,"Vijay Shekhar Sharma, Singapore Angels Network",Seed Funding,N/A,
741,15 December 2015,Streamoid,visual search and discovery platform,Bangalore / Palo Alto,Undisclosed,Seed Funding,"10,00,000",
742,16 December 2015,Housejoy,Home services marketplace,Bangalore,"Amazon, Vertex Ventures, Qualcomm, Ru-Net Technology Partners, Matrix Partners",Private Equity,"2,25,00,000",Series B
743,16 December 2015,Bluebirch,End to End reverse logistics Solution platform,Bangalore,"Chicago Capital Ventures, Sanjay Mehta, Others",Seed Funding,"20,00,000",
744,16 December 2015,MeraDoctor,Virtual Health consultation app,Mumbai,Unilazer,Private Equity,"12,00,000",Pre-Series A
745,16 December 2015,STAGE 3,Online Renting platform,New Delhi,"Nisha Sharma, Puneet Dalmia, Balaji Prabhakar",Seed Funding,N/A,
746,17 December 2015,Rivigo,Logistics Services Provider,Gurgaon,SAIF Partners and others,Private Equity,"3,00,00,000",Series B (includes Debt financing)
747,17 December 2015,Springboard,Data Science & UX design Learning platform,Bangalore,"Allen Blue, John Katzman, Naveen Tewari, Kartik Hosanagar, Kashyap Deorah, 500 Startups, Blue Fog Capital",Seed Funding,"17,00,000",
748,17 December 2015,Eatfresh,Online marketplace for Chef Meals,Bangalore,Kalaari Capital,Private Equity,N/A,N/A
749,18 December 2015,Ampere Vehicles,Electric Bike Manufacturers,Coimbatore,Kris Gopalakrishnan & Others,Seed Funding,"12,00,000",
750,18 December 2015,Focus Digit,ECommerce platform solutions,New Delhi,Turning Ideas,Seed Funding,N/A,
751,18 December 2015,The News Minute,Online Media Publication,Bangalore,Quintillion Media,Seed Funding,N/A,
752,18 December 2015,CBREX,International Hiring Platform,Mumbai / NY,"Prahlad Rao, Sundara Rajan, Vikram Chachra",Seed Funding,"2,00,000",
753,21 December 2015,TruckMandi,Logistics Service Provider Marketplace,New Delhi,"Ritesh Dwivedy, Ramakant Sharma, Mount Nathan Advisors",Private Equity,"20,00,000",Pre-Series A
754,21 December 2015,Peppertap,Hyperlocal  Grocery Delivery Service,Gurgaon,Innoven Capital,Private Equity,"40,00,000",part of $40M Series B round
755,21 December 2015,KOOH Sports,Sports Education Platform,Mumbai,"TCS, HDFC, Faering Capital, Elevate Sports",Private Equity,"20,00,000",Series A
756,22 December 2015,RentOnGo,"Bike, Appliances Renting marketplace",Bangalore,"Anand Chandrasekaran, Rajesh Sawhney, Kalpana Tatavarti, Shivanandan Pare",Seed Funding,N/A,
757,22 December 2015,Industrybuying,Online Marketplace for Industrial Goods,New Delhi,"Murugappa Group, TVS Group, Vellayan Subbiah, Arathi Krishna, Arun Venkatachalam",Seed Funding,N/A,
758,22 December 2015,Zapr,Reward points mobile app,Gurgaon,Dinesh Agarwal,Seed Funding,N/A,
759,22 December 2015,LatestOne,Mobile accessories online store,Hyderabad,Palred Technologies Ltd,Private Equity,"30,00,000",Additional investment from parent company
760,22 December 2015,PlanetGogo,Content Discovery & reward points platform,Gurgaon,HT Digital Media Holdings Ltd,Seed Funding,N/A,
761,22 December 2015,Arya.ai,Artificial Intelligence platform,Mumbai,"YourNest Angel Fund, Venture Nursery",Private Equity,"7,50,000",Series A
762,22 December 2015,Doctor Insta,Medical Consultation & Doctor appointment booking platform,Gurgaon,"Rishi Parti, BrahmaX Ventures",Private Equity,"5,00,000",pre-Series A
763,22 December 2015,MobieFit,Mobile Fitness App,Goa,Medi Assist,Private Equity,"10,00,000",Strategic Investment
764,23 December 2015,LafaLafa,"Digital Coupons, Deal & Cashback aggregator app",Mumbai,Vectr Ventures,Private Equity,N/A,N/A
765,23 December 2015,Mech Mocha,Mobile Game development & Design platform,Bangalore,"Blume Ventures, Flipkart",Seed Funding,"10,00,000",
766,23 December 2015,Shotang.com,B2B eCommerce Marketplace,Bangalore,"Exfinity Venture Partners, Unitus Impact Livelihoods Fund",Private Equity,"50,00,000",Series A
767,23 December 2015,CityFurnish,Furniture and appliances rental platform,Gurgaon,Jitendra Gupta,Seed Funding,N/A,
768,24 December 2015,Black White Orange,B2B Merchandize platform,Mumbai,Collaborative Licensing Ventures LLP,Seed Funding,"3,03,000",
769,24 December 2015,Kolabro,Real Estate focused Tech platform,Gurgaon,"Umang Kumar, Ruchir Arora & others",Seed Funding,N/A,
770,24 December 2015,Canvera,Photographer Online search & booking platform,Bangalore,Info Edge (India) Ltd,Private Equity,"22,00,000",N/A
771,28 December 2015,Town Essentials,Grocery Delivery platform,Bangalore,"Sharad Hegde, Girish Reddy, Siddharth Patil, Shrikant Patil",Seed Funding,"10,00,000",
772,28 December 2015,Bumper,Mobile Car Servicing appointment app,Bangalore,SAIF Partners,Seed Funding,"5,00,000",
773,29 December 2015,Hotify,New Curation Mobile App,Bangalore,Mahavir Pratap Sharma,Seed Funding,"1,50,000",
774,29 December 2015,MobiKwik,Mobile Wallet,Gurgaon,"Sequoia Capital, Tree Line Asia, Innoven Capital",Private Equity,"66,00,000",Additional Funding
775,30 December 2015,Intelligent Interfaces,Interface development platform for Government officials,Bangalore,Yuvraj Singh,Seed Funding,N/A,Yet to Launch
776,01 August 2015,Snapdeal,Ecommerce Marketplace,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",Late Stage Round 7th (More details)
777,01 August 2015,Ressy,Restaurant Discount app,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",
778,03 August 2015,Cuelearn,Tech-enabled learning,New Delhi,Alok Mittal,Seed Funding,N/A,
779,03 August 2015,Connect India,ECommerce Logistics provider,New Delhi,Aavishkaar,Private Equity,"50,00,000",Series A
780,03 August 2015,The Home Salon,on-demand home beauty and wellness portal,Mumbai,VentureNursery,Seed Funding,N/A,
781,03 August 2015,Jusride,Self Driven Car rental,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,N/A,
782,03 August 2015,Oyorooms,Budget Hotel accommodation brand,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,  Lightspeed India",Private Equity,"10,00,00,000",Series B
783,03 August 2015,Glowship,Energy & Environment Online Marketplace,Bangalore,Infuse Ventures,Seed Funding,N/A,
784,03 August 2015,Wizrocket,User Engagment & Analytics platform,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",Series B
785,04 August 2015,Pickingo,On-Demand Delivery Logistics,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",Series A
786,05 August 2015,Grex,fund raising platform for startups,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",
787,05 August 2015,LetsTransport,Logistics Tech Platform,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",
788,05 August 2015,Zo Rooms,Online budget hotel chain,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",Series A
789,05 August 2015,Doormint,Hyperlocal Handyman services,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",Series A
790,05 August 2015,NightStay,hotel booking app,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",
791,05 August 2015,Zocalo,Rental Accomodation finder,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,N/A,
792,05 August 2015,Sunday Realty Solutions,Tech Platform for property brokers,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",
793,06 August 2015,Klozee,Luxury Apparel rental,Bangalore,Tracxn Labs,Seed Funding,N/A,
794,06 August 2015,Appvigil,App security  testing platform,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",pre Series-A
795,06 August 2015,practo,Doctor Appointment booking app,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",Series C
796,06 August 2015,LoudShout,anonymous bulletin board app,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,N/A,
797,06 August 2015,Wetravelsolo,Travel community platform,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,N/A,
798,06 August 2015,Ketto,Crowd funding platform,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",
799,06 August 2015,Ezetap,Mobile based PoS solution,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",Series C
800,06 August 2015,NDTV ecommerce venture,Car & Bike ecommerce platform,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,N/A,Series A
801,07 August 2015,Carl’s Jr,Fast food Chain Franchisee,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000",
802,07 August 2015,EasyRewardz,Loyalty Programs & Reward Points,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",Pre-Series A
803,07 August 2015,GIBSS,Energy saving solutions provider,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,N/A,Series A
804,07 August 2015,StoreMore.in,Self-Storage Spaces,Noida,Bedrock Ventures,Seed Funding,N/A,
805,07 August 2015,iOrderFresh,Grocery retail Mobile app,New Delhi,Best Foodworks,Seed Funding,N/A,
806,10 August 2015,MyTaxiIndia,Taxi Rental platform,Gurgaon,"Nihon Kotsu,",Private Equity,"5,00,000",Pre Series-A
807,10 August 2015,eSadar,ecommerce,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",
808,10 August 2015,Actionable Analytics,Machine Learning Platform,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,N/A,
809,10 August 2015,MyPoolin,mobile social network,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000",QPrize Contest Winners
810,10 August 2015,NearBuy(previously  groupon India),Hyper-Local Ecommerce,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",Series A
811,10 August 2015,Inkmonk,Online printing marketplace,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000",
812,10 August 2015,ToneTag,mobile payment software platform,Bangalore,Reliance Capital Venture,Private Equity,"10,00,000",Series A
813,10 August 2015,Grey Orange,Automated Storage & Warehousing Solution,Gurgaon,Tiger Global Management,Private Equity,"3,00,00,000",Series B
814,11 August 2015,Livspace,Home Design & Décor solutions,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"80,00,000",Series A
815,11 August 2015,WOW! MOMO,Quick Service Restaurant Chain,Kolkata,Indian Angel Network,Seed Funding,"16,00,000",
816,11 August 2015,RainCan,Subscription based Online Grocery platform,Pune,Ajeet Khurana & Others,Seed Funding,"1,00,000",
817,11 August 2015,Allygrow Technologies,engineering services company,Mumbai,Zodius Technology Fund,Private Equity,"2,00,00,000",Series A
818,11 August 2015,Infogain,Business and IT consulting,New Delhi / US,ChrysCapital,Private Equity,"6,30,00,000",N/A
819,12 August 2015,OneAssist,Credit Card Fraud protection solutions,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"75,00,000",Series B
820,12 August 2015,BigBasket,Online & mobile Grocery store,Bangalore,Bessemer Venture Partners,Private Equity,"5,00,00,000",Series C
821,12 August 2015,Sheroes,Career Community for Women,Noida,"Quintillion Media, 500 Startups",Seed Funding,"7,70,000",
822,12 August 2015,Scripbox,Mutual Fund Investing platform,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"25,00,000",Series A
823,13 August 2015,betaout,Ecommerce Marketing Software Platform,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &  Group of other Angel investors",Seed Funding,"5,00,000",
824,13 August 2015,IFMR Holdings,Financial Inclusion platform,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"2,50,00,000",Series B
825,13 August 2015,Massblurb,Digital Marketing automation solution,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,N/A,
826,13 August 2015,Agrostar,Mobile Commerce for Farmers,Pune,IDG Ventures,Private Equity,"40,00,000",Series A
827,14 August 2015,VoxWeb,Picture based Social App,Mumbai,Jitendra Gupta & others,Seed Funding,"1,00,000",
828,14 August 2015,Trukky,Logistics service platform,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"2,45,000",
829,14 August 2015,VanityCube,On-Demand Beauty Services,New Delhi,Group of angel investors,Seed Funding,N/A,
830,17 August 2015,Edu4Share,Exam Preparation Platform,New Delhi,Nalin Jain & other angel investors,Seed Funding,"2,20,000",
831,17 August 2015,YourStory,Startup Focused Online Publisher,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,N/A,
832,17 August 2015,Sampurnearth,Waste Management Solutions,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"1,60,000",
833,17 August 2015,Orobind,App based Fitness coaching,Bangalore,Existing & New Investors,Private Equity,N/A,pre series A
834,17 August 2015,Fixy,On demand cleaning & fixing services,Mumbai,VentureNursery,Seed Funding,N/A,
835,17 August 2015,MSM Box,Beauty & Lifestyle platform,New Delhi,Rohit Goel,Seed Funding,N/A,
836,17 August 2015,ShadowFax,on-demand delivery service,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"3,10,000",
837,17 August 2015,Gadgets 360,Car & Bike ecommerce platform,New Delhi,One97 Communications,Private Equity,N/A,Strategic Investment
838,18 August 2015,Roposo,Fashion Discovery platform,Gurgaon,Tiger Global,Private Equity,"1,50,00,000",Series B
839,18 August 2015,IntelligenceNODE,Data Analytics Platform,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"42,00,000",Series A
840,18 August 2015,HyperVerge,Deep Learning Cloud Algorithms,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"10,00,000",
841,18 August 2015,Twyst,Location based engagement & rewards platform,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,N/A,
842,18 August 2015,IDfy,Online Identity Verification Services platform,Mumbai,"NEA, Blume Ventures & others",Private Equity,N/A,Series A
843,18 August 2015,Zoojoo.be,Corporate Wellness App,Bangalore,RoundGlass Partners,Private Equity,"10,00,000",Series A
844,19 August 2015,Fashionove,Fashion Search & Review Platform,Kolkata,Umesh Yadav,Seed Funding,N/A,
845,19 August 2015,TimeSaverz,"Hyperlocal Maintenance, Repair & Cleaning services",Mumbai,Unilazer Ventures,Private Equity,"24,00,000",
846,19 August 2015,Envoged,pre-owned Luxury online apparel seller,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,N/A,
847,19 August 2015,MebelKart,Online Furniture Marketplace,Bangalore,AskMe,Private Equity,"2,00,00,000",
848,20 August 2015,LabsAdvisor,Online Diagnostic Tests Marketplace,New Delhi,Group of Angel Investors,Seed Funding,"1,56,000",
849,20 August 2015,Flatpebble,Online marketplace for Photographers,Hyderabad,Indian Angel Network,Seed Funding,"6,00,000",
850,20 August 2015,Bluegape.com,Visual Blogging platform,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"6,00,000",
851,21 August 2015,ePoise,Job Search Platform,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"5,00,000",
852,24 August 2015,Jolly Food Fellow,Food Customer analytics platform,Ahmedabad,The 1947,Seed Funding,"3,00,000",
853,24 August 2015,BookMeIn,Professional Service Appointment booking service,Mumbai,Ajmera Group of Companies,Seed Funding,"4,00,000",
854,24 August 2015,iZofy,Scientific Horoscope Online Assistance platform,Kolkata,Prime Capital Markets Ltd,Seed Funding,N/A,
855,24 August 2015,rBus,Tech enabled AC bus service,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,N/A,
